measure_id,name,description,owner_id,implementation_date,cost,organizational_unit_id
1766,Install Thermal Safety Interlocks on Injection Molds,"Implement pressure relief safety interlocks on all 250+ ton injection molding machines that automatically vent internal mold cooling passages before manual access is permitted. These interlocks will be mechanically linked to mold ejection systems, ensuring complete pressure dissipation before operator contact. The system will include visual and audible indicators confirming safe conditions. Installation will prioritize high-temperature mold operations first.",1018,2024-03-16,45000.0,129
1767,Enhanced Mold Handling Training Program,"Develop and implement a comprehensive mold handling training module specifically addressing pressure release hazards, residual heat assessment, and safe cooling verification procedures. All operators will complete hands-on training with simulator demonstrations. Training will be mandatory annually with refresher sessions after any equipment modifications. Documentation will be maintained in personnel files.",1084,2024-03-09,8500.0,129
1768,Provide Specialized Heat-Resistant Protective Equipment,Issue specialized heat-resistant gloves and forearm protectors (rated for 500°F+) to all operators working with injection molding equipment. Equipment will be stored at each production line and mandatory during mold maintenance activities. Gloves will be inspected monthly and replaced quarterly. Staff will receive fitting and usage training.,1152,2024-03-02,3200.0,129
1769,Implement Real-Time Waste Stream Tracking System,Deploy an automated digital waste tracking system using RFID tags and barcode scanning for all hazardous material batches. Every composite and epoxy-containing production run will generate a digital waste manifest that tracks material from generation through final disposal. System will integrate with quality control data to automatically flag non-compliant batches. Regular audits will be conducted against physical inventory.,1031,2025-02-02,52000.0,143
1770,Establish Composite Material Segregation Protocol,"Create physical separation areas in the regrind facility specifically designated for composite waste versus standard plastic waste. Each area will have color-coded bins, warning signage in English and French, and dedicated containment equipment. Staff will receive training on material identification and proper segregation. Weekly audits by the Materials Supervisor will verify compliance.",1031,2025-01-02,6800.0,143
1771,Quarterly Environmental Compliance Training,"Implement mandatory quarterly training for all Warehouse, Materials, and Regrind staff covering waste disposal regulations, environmental compliance requirements, and identification of hazardous versus standard waste streams. Training will include case studies of improper disposal incidents and their environmental consequences. Attendance tracking will be maintained in personnel records.",1084,2025-01-09,4200.0,143
1772,Install Independent Temperature Verification System,"Install a redundant, independent digital thermometer with both display and audible alarm system on each industrial curing oven. This system will be mechanically separate from the main oven controls and will require two-step verification: operator visual confirmation on both displays AND contact temperature verification using calibrated infrared thermometer. An interlock will prevent oven door opening until both readings confirm safe entry conditions. All devices will be calibrated monthly.",1018,2020-11-22,18500.0,142
1773,Implement Pre-Entry Safety Checklist with Supervisor Sign-Off,"Create and post a laminated pre-entry safety checklist at each oven station requiring operators to verify: (1) oven has cooled 30+ minutes, (2) infrared thermometer reading below 60°C, (3) main display reading below 60°C, (4) no steam visible, and (5) Supervisor or HSE staff visual approval. The checklist must be signed and dated. Non-compliance will result in retraining before resuming oven access duties.",1115,2020-10-28,450.0,142
1774,Install Protective Guards Around Manual Fire Pull Stations,"Install clear polycarbonate protective covers with hinged design around all 8 manual fire pull stations throughout the facility. The covers will require intentional lifting before activation, preventing accidental triggers during maintenance operations. Covers will be labeled with high-visibility warning tape and include clear activation instructions. This engineering control eliminates unintended discharge while maintaining emergency accessibility.",1001,2018-07-11,4200.0,142
1775,Conduct Fire Suppression System Sensitivity Audit,Commission a third-party inspection of all fire suppression systems to verify proper calibration and sensor sensitivity settings. Adjust threshold parameters to reduce false alarms while maintaining rapid response to genuine fire conditions. Install backup manual shutoff stations with training for supervisory staff. Document all adjustments and create a 12-month recalibration schedule.,1152,2018-07-18,8500.0,142
1776,Implement Mold Temperature Monitoring and Cool-Down Protocol,Install infrared temperature sensors on all injection molding machines to display real-time mold surface temperatures at operator workstations. Establish a mandatory 15-minute cool-down period with visual confirmation before manual mold handling. Create a color-coded status system (red/yellow/green) on each machine indicating thermal safety status. Integrate this protocol into the pre-shift machine setup checklist and train all operators on new requirements.,1004,2020-02-28,22000.0,130
1777,Upgrade Heat-Resistant PPE Requirements,Replace current cut-resistant gloves with rated heat-resistant gloves (rated to 250°C) for all personnel working in mold handling areas. Issue silicone-coated sleeve protectors for forearm protection during mold transfer operations. Conduct PPE fit and comfort training to ensure consistent use. Update PPE specification sheet and store replacement supplies in accessible locations at each production line.,1001,2020-02-08,3600.0,130
1778,Establish Automated Mold Transfer System Feasibility Study,"Commission engineering assessment for partial automation of hot mold transfer using robotic arms or conveyor-based cooling stages. Evaluate feasibility for Lines A and B within 60-day timeline. This engineering control would eliminate direct operator contact with hot surfaces during peak thermal periods, addressing the root cause through substitution of manual handling.",1001,2020-03-14,,130
1779,Establish Preventive Maintenance Schedule for Hydraulic Equipment,"Implement comprehensive preventive maintenance program for all material handling hydraulic systems with inspections every 90 days maximum (more frequent than manufacturer requirement). Create digital tracking system to monitor service history, component wear indicators, and safety mechanism testing. Assign responsibility to Central Maintenance Workshop with quarterly reporting to HSE. Include hydraulic latch mechanism load testing and certification before each use cycle.",1001,2018-05-11,18000.0,137
1780,Install Secondary Safety Interlock System on Automated Racks,"Engineering control: Install redundant mechanical safety pins that automatically engage when personnel approach elevated platforms using proximity sensors. These pins will lock the hydraulic mechanism independent of electronic controls, preventing any uncontrolled descent regardless of primary system failure. Retrofit all 12 automated storage racks in the warehouse. Include backup manual engagement handles accessible to all staff.",1001,2018-07-03,42000.0,132
1781,Provide Hands-On Equipment Safety Training for Material Handlers,"Conduct mandatory 4-hour training session for all 8 material handlers covering hydraulic system failure modes, emergency release procedures, and recognition of mechanical wear indicators. Hands-on practice with equipment emergency stops and manual release valves. Annual refresher training requirement with competency testing. Create visual reference cards at each workstation.",1004,2018-05-25,2400.0,132
1782,Implement Preventive Maintenance Schedule for Regrind Equipment,"Establish a comprehensive preventive maintenance program for all regrind mill bearings with inspections every 2 weeks, including vibration analysis and temperature monitoring. Maintenance technicians will be trained to recognize early warning signs of bearing failure. This measure directly addresses the root cause of equipment malfunction that generated the friction heat leading to the fire. Expected outcome: reduce unplanned equipment failures by 85% and eliminate friction-related fire risks.",1149,2021-04-13,12000.0,143
1783,Install Enhanced Dust Collection and Ventilation System,"Retrofit the Regrind and Recycling Department with upgraded dust collection ducting and HEPA filtration to maintain air velocity above 4000 feet per minute, ensuring combustible dust does not accumulate above 1/32-inch thickness per NFPA 654. Install continuous air quality monitors to alert operators when dust levels approach critical thresholds. This engineering control eliminates the combustible dust accumulation hazard.",1007,2021-04-24,45000.0,143
1784,Conduct Combustible Dust Hazard Training,"Deliver mandatory training to all personnel in regrind operations on the NFPA 654 combustible dust standard, ignition sources, and proper housekeeping protocols. Include quarterly refresher training and competency assessments. This administrative control ensures employees understand the hazard and their role in prevention through proper cleaning and equipment maintenance protocols.",1057,2021-04-17,3500.0,143
1785,Mandatory PPE Compliance Verification System,"Implement a daily PPE checklist system where the machine operator and their supervisor jointly verify that all required thermal-resistant sleeves, gloves, and face shields are worn before barrel maintenance begins. Introduce visual compliance tracking with photos taken at shift start. This administrative control directly addresses the behavioral factor of non-compliance with existing PPE requirements and creates accountability through peer and supervisory oversight.",1128,2021-05-07,1200.0,129
1786,Refresh Machine Hazard Labeling and Remove Obstructing Labels,"Conduct a comprehensive audit of all injection molding machines to ensure temperature warning labels are clearly visible, unobstructed, and legible. Remove or relocate production labels that cover or obscure critical safety warnings. Replace faded or damaged labels with high-visibility alternatives. Install additional temperature display indicators at operator eye level showing real-time barrel temperatures. This engineering control ensures hazard communication is not compromised.",1038,2021-05-10,2800.0,129
1787,Install Reinforced Shelving System with Load Distribution Improvements,"Replace the existing warehouse shelving in Section A with industrial-grade racking rated for 2,000 kg per shelf with improved load distribution. Install load-limiting devices to prevent overloading and add diagonal bracing to eliminate sagging. Conduct a full load capacity recalculation considering the actual density of stored materials. This engineering control eliminates the structural deficiency and prevents future shelf failure incidents.",1038,2020-04-10,28000.0,132
1788,Implement Quarterly Shelving Inspection and Load Verification Program,"Establish a quarterly inspection schedule where warehouse supervisors perform visual assessments of all shelving, measuring sag and checking for signs of structural distress. Cross-reference actual material loads against design specifications in a tracking database. Provide workers with training on proper load placement principles to distribute weight evenly across shelf surfaces. Document all findings and remediate issues within 48 hours.",1081,2020-03-27,2500.0,132
1789,Implement Enhanced Pre-Operational Hydraulic System Inspections,"Establish a mandatory daily visual inspection protocol for all hydraulic fittings and connectors on injection molding lines. Operators will use a standardized checklist to identify hairline cracks, weeping connections, and pressure anomalies before each shift begins. All identified defects trigger automatic machine lockout and work order submission. Training will be provided to all production staff on proper inspection techniques and hazard recognition. Implementation includes adding visual inspection stations with magnifying equipment and pressure test logs at each molding line.",1004,2023-04-18,8500.0,128
1790,Retrofit Hydraulic Lines with Safety Couplings,"Replace all existing quick-disconnect hydraulic couplings with flat-face, shutoff-style couplings on Injection Molding Lines B, C, and D. These couplings minimize fluid spray by automatically closing when disconnected. Additionally, install secondary containment trays beneath all pressure-bearing hydraulic fittings to capture any leaked fluid. This engineering control directly addresses the root cause of the near-miss by preventing pressurized fluid release.",1006,2023-05-19,22000.0,128
1791,Enhance Operator Lockout/Tagout (LOTO) Training for Hydraulic Systems,"Develop specialized LOTO training module focusing on hydraulic system isolation procedures. All operators will learn proper lockout points, energy isolation verification, and zero-energy confirmation for hydraulic circuits. The training will include case studies of similar incidents and the specific consequences of hydraulic fluid injection injuries. Competency assessments will be required with 100% passing score before independent operation on hydraulic equipment.",1123,2023-04-11,3200.0,147
1792,Implement Incompatible Chemical Segregation System,"Redesign the hazardous waste storage area with clearly demarcated zones for incompatible chemical classes. Install physical barriers (bollards and safety rails) to separate oxidizers, flammable solvents, and reactive materials at least 3 meters apart. Color-coded storage locations and SDS reference stations will be placed in each zone. A new waste manifest system will require dual-signature verification that materials are compatible before consolidation. Staff will complete hazard communication training specific to chemical incompatibilities.",1006,2023-11-14,45000.0,136
1793,Establish No-Operate Zones During Waste Consolidation,Create administrative controls restricting forklift and equipment operation within 20 meters of the waste consolidation work area during active chemical transfer operations. Install motion-sensor warning lights at zone boundaries. Personnel consolidating waste materials must use two-way radio communication with equipment operators for real-time coordination. A spotter will be posted during all waste transfer activities to maintain visual oversight of equipment movement. Weekly safety meetings will review incident scenarios and near-miss reports.,1004,2023-10-31,12000.0,136
1794,Upgrade Emergency Response and Containment Equipment,"Install secondary containment berms with 110% capacity around all hazardous chemical storage areas. Deploy hazmat-certified spill kits at three strategic locations within and adjacent to the waste management facility. These kits will contain absorbent materials compatible with multiple chemical classes, personal protective equipment (respirators, chemical-resistant suits), and emergency response guides. Conduct quarterly drills simulating chemical spill scenarios to maintain responder competency and validate equipment functionality.",1115,2023-11-07,18500.0,136
1795,Implement Mandatory Rest Break Protocol for Repetitive Tasks,"Establish a formal work-rest schedule for all employees performing repetitive assembly and finishing tasks. For every 50 minutes of continuous work, a 10-minute break is mandatory. Electronic timers at each workstation will alert supervisors when break time is due. Cross-training will enable job rotation every 2 hours to vary muscle groups used. Compliance will be monitored through supervisor checklists and included in performance evaluations. This administrative control directly addresses the root cause by preventing cumulative strain.",1004,2022-08-28,1200.0,130
1796,Install Ergonomic Workstation Modifications and Part Handling Assistance,"Redesign assembly workstations with adjustable-height tables, ergonomic hand supports, and wrist angle guides to minimize repetitive strain during part removal. Install pneumatic assist grippers (vacuum-based or mechanical) to reduce manual gripping force required for part removal by 60-70%. Provide ergonomic wrist braces and compression sleeves as PPE for high-risk tasks. Conduct individual ergonomic assessments for all employees performing these tasks and customize workstation setups accordingly.",1079,2022-09-24,32000.0,130
1797,Revise Production Quotas Based on Ergonomic Capacity Studies,Conduct time-motion studies to determine sustainable daily part removal quotas that allow for proper technique and mandated rest breaks without productivity loss. Current quotas (200+ parts/shift) were established without ergonomic input. Engineering analysis will establish a revised quota of 140-150 parts/shift that maintains reasonable production while preventing overuse injuries. This quota will be communicated to all supervisors and factored into performance management systems to remove pressure for excessive speed.,1055,2022-10-24,0.0,130
1798,Establish Predictive Cooling System Maintenance Program,"Implement a comprehensive maintenance schedule for all cooling water systems using CMMS (Computerized Maintenance Management System) to track inspection dates and replacement cycles. All cooling lines, pumps, and connections will be inspected every 6 months for corrosion, mineral buildup, and integrity. Preventive replacement of cooling lines will occur every 5 years per manufacturer specifications. Weekly visual inspections will be assigned to production coordinators. This eliminates the root cause of delayed maintenance and prevents future environmental contamination incidents.",1131,2023-03-15,12000.0,142
1799,Deploy Secondary Containment System for All Heat Treatment Equipment,"Engineering control requiring installation of drip pans and secondary containment trays beneath all cooling water lines and equipment in the Post-Processing area. Each machine will have a collection system with capacity for 1.5x the fluid volume in the lines. Trays will be inspected daily and emptied according to protocol. Absorbent spill kits will be stationed at 3 locations. This contains any future leaks immediately, preventing environmental release and facilitating recovery of cooling fluid for proper disposal.",1011,2023-03-31,18500.0,142
1800,Implement Chemical Container Inspection and Replacement Protocol,"Administrative control requiring daily visual inspection of all chemical containers used in production areas. Any container showing damage to threads, seals, caps, or structural integrity must be immediately removed from service and labeled as defective. Damaged containers will be transferred to secondary containment and scheduled for proper disposal. A database will track container condition, age, and replacement dates. All operators will receive training on identifying defective containers during the daily pre-shift safety meeting. This prevents future chemical splashes from container failure.",1011,2023-04-18,1500.0,126
1801,Upgrade Emergency Response Infrastructure and Training,"Engineering and administrative controls to improve response capability. Relocate eyewash station to within 30 feet of all chemical handling areas (currently 45 feet away). Install additional emergency shower station in north production zone. Conduct mandatory refresher training for all night shift personnel on chemical burn response procedures, proper eyewash station use (15+ minutes minimum), and when to activate emergency medical services. Train personnel on proper positioning to prevent chemical from entering eyes. Post clear signage with emergency numbers and station locations.",1063,2023-04-25,22000.0,126
1802,Require Facial Protective Equipment for Epoxy Resin Handling,"PPE control as secondary measure. Mandate use of full face shield (impact-resistant, with chemical splash rating) and chemical-resistant safety glasses for all personnel handling epoxy resin and hardener. Require nitrile gloves rated for epoxy exposure. Ensure adequate inventory of replacement shields and glasses. Include PPE inspection in daily toolbox talks. While not eliminating the hazard, this reduces severity of chemical contact injuries and prevents eye exposure.",1007,2023-04-16,3200.0,126
1803,Enhanced PPE Protocol for Mold Release Agent Handling,"Implement mandatory nitrile glove replacement every 30 minutes during production shifts, with visual PPE compliance audits at production lines. Install laminated instruction cards at each molding station displaying required PPE and chemical contact emergency procedures. Conduct toolbox talks every Monday morning emphasizing proper hand protection and mold surface hazards. Establish a non-negotiable requirement that operators must wear safety glasses and chemical-resistant gloves when handling any mold surfaces or release agents.",1007,2019-04-07,2500.0,127
1804,Shift Changeover Safety Communication Protocol,"Develop and implement a standardized 5-minute safety briefing template for all shift changes, specifically covering chemical hazards, PPE requirements, and recent incidents. Create a digital handover log where outgoing shift leads document any chemical spills, equipment issues, or hazard alerts. Ensure all incoming shift supervisors review this log before authorizing production restart. This will ensure critical safety information is not lost during shift transitions and creates accountability for hazard communication.",1123,2019-04-11,1200.0,127
1805,Material Storage Rack Safety Overhaul,Install weight-rated signage on all material storage racks clearly indicating maximum load limits per shelf. Implement new stacking protocol limiting height to 5 feet maximum and requiring pyramid-style stacking with heavier materials on lower shelves. Install anti-slip shelf liners and load-stop barriers on all racks to prevent bag migration. Conduct structural engineering assessment of all racks to ensure OSHA compliance. Train all Material Handling personnel on proper stacking procedures with certification requirement before independent rack use.,1185,2023-11-21,45000.0,141
1806,Mandatory Mechanical Assist for Material Handling,Procure and deploy 3 additional powered material handling assists and pneumatic bag lifters to reduce manual lifting of materials over 25 pounds. Establish policy requiring mechanical assistance for all bags stored above shoulder height. Schedule 2-hour hands-on training for all operators on proper use of lift-assist equipment. Station equipment prominently with easy access in the drying room. Implement monthly equipment maintenance checks to ensure reliability and safety.,1185,2023-11-30,28000.0,141
1807,Material Handling Competency Certification Program,"Develop and implement a formal material handling certification program with written test and practical demonstration. Cover topics including proper lifting mechanics, load assessment, rack capacity limits, emergency procedures, and incident reporting. Require annual recertification for all personnel handling materials. Create laminated competency cards displayed at each workstation. Track certification status and enforce policy that only certified workers may independently handle materials in storage areas.",1007,2023-12-07,8500.0,141
1808,Mandatory LOTO Compliance Audit and Training,Conduct comprehensive audit of all shift changeover LOTO procedures across all production lines. Implement electronic LOTO verification system requiring photographic documentation of locked/tagged equipment before shift end. Provide mandatory recertification training for all shift leads and equipment operators on LOTO requirements with emphasis on heating elements and electrical equipment. Create laminated LOTO checklist posted at each equipment station. Establish policy of 10-minute overlap between shifts specifically for LOTO verification and sign-off by both incoming and outgoing shift leads.,1185,2024-05-25,5500.0,140
1809,Solvent Storage and Usage Protocol Revision,"Establish dedicated solvent handling zone minimum 15 feet from all heat sources, electrical elements, and ignition sources. Install clearly marked 'NO HOT WORK' zones around all chemical storage and use areas. Replace acetone with non-flammable alternative solvent (isopropanol-based cleaner) for routine maintenance cleaning tasks. Provide only small quantities of solvent (maximum 500ml) per shift in spill-proof containers. Mandate that all containers be capped and stored in flammable cabinet when not actively in use. Implement daily safety huddle specifically addressing solvent hazards and fire prevention.",1007,2024-05-30,12000.0,140
1810,Night Shift Equipment Integrity Inspection Protocol,"Implement mandatory 15-minute pre-shift equipment walkthrough for night shift supervisor focusing on powered equipment status, heating elements, and electrical connections. Create shift-specific inspection checklist with photo documentation requirements. Establish rule that no maintenance cleaning begins until heating equipment integrity is verified and confirmed OFF by supervisor. Conduct targeted training for night shift operators emphasizing heightened vigilance during reduced staffing periods. Schedule quarterly deep maintenance inspections of all heating elements and electrical connections by qualified technician.",1123,2024-06-02,3800.0,140
1811,Enhanced PPE and Protective Equipment for Molding Operators,"Implement upgraded personal protective equipment for all injection molding operators, including heat-resistant sleeves rated for 300°C+ exposure and reinforced gloves with improved insulation. Require all operators on Lines B, C, and D to wear this upgraded PPE during all mold-related tasks. Conduct a 30-minute training session for all 45 production operators covering proper donning, doffing, and maintenance of new equipment. Inspect and replace PPE weekly rather than monthly.",1161,2022-12-11,8500.0,146
1812,Implement Interlock Verification Protocol,Establish a mandatory two-person verification system where the operator must verbally confirm safety interlock engagement before any mold access. The second person (supervisor or safety-trained operator) must physically verify the interlock status using a checklist. Document all verifications in a daily log. Provide laminated verification cards at each molding station. This engineering/administrative hybrid control directly addresses the root cause of premature machine cycling.,1101,2022-12-07,2000.0,146
1813,Implement Daily Forklift Safety Inspection and Alarm Testing Protocol,Establish a mandatory daily pre-shift forklift inspection checklist that includes testing the backup alarm at full volume. All 12 forklifts in the facility (electric and propane) must be checked by operators before use. Any forklift with a non-functioning alarm is immediately removed from service and tagged with a red 'OUT OF SERVICE' label. A maintenance technician must certify repairs before the forklift returns to service. Inspections are recorded in a digital log reviewed weekly by the facility coordinator. This engineering control ensures critical safety systems remain functional.,1049,2020-01-29,4200.0,140
1814,Install Advanced Proximity Warning System on High-Risk Forklifts,Retrofitting the 4 most-used forklifts (those operating in high-traffic areas like the dock and warehouse) with electronic proximity detection systems that alert both the operator and surrounding workers via audible and visual signals when vehicles come within 2 meters of each other. These systems provide redundancy beyond mechanical alarms and are particularly valuable during reverse operations. Training will be provided to all forklift operators on system interpretation and response procedures.,1179,2020-02-10,32000.0,140
1815,Replace and Upgrade Ventilation System with Predictive Monitoring,"Replace the failed 15-year-old centrifugal fan unit with a new high-efficiency model rated for continuous composite processing operations. Integrate a real-time vibration and temperature monitoring system that automatically alerts maintenance staff when bearing temperatures exceed safe thresholds or vibration patterns indicate early degradation. Install backup portable ventilation units that can be rapidly deployed in case of primary system failure. The predictive monitoring system will provide email and SMS alerts to facility coordinators and EHS staff, enabling intervention before catastrophic failure occurs.",1179,2021-07-28,89500.0,140
1816,Establish Quarterly Ventilation System Maintenance and Inspection Program,"Implement a formal quarterly maintenance schedule for all ventilation systems, conducted by certified HVAC technicians rather than relying solely on predictive algorithms. Inspections will include bearing condition assessment, filter replacement, ductwork cleanliness, and motor performance testing. Documentation will be maintained in a centralized database. Additionally, conduct annual air quality testing in the composite processing area to verify solvent vapor concentrations remain below occupational exposure limits. This engineering and administrative control provides layered protection against ventilation failure.",1049,2021-07-12,18000.0,140
1817,Install Backup Emergency Ventilation with Manual Override,"Install an independent backup ventilation unit in the Composite Materials Processing Area that can operate on standby power and be manually activated by any staff member in case of primary system failure. Mount clear signage indicating the location and operation of this emergency system. Include quarterly testing and maintenance of the backup unit to ensure reliability. This engineering control ensures continuous air circulation even if the primary system fails, preventing hazardous vapor accumulation.",1179,2021-08-04,24000.0,140
1818,Implement Mandatory LOTO Verification Protocol,"Establish a dual-verification system for all lockout/tagout procedures where a second trained technician must independently verify energy isolation before maintenance begins. All isolation points must be clearly labeled with permanent identification markers. Weekly audits of LOTO compliance will be conducted by the Maintenance and Engineering department using a standardized checklist. All employees performing maintenance must complete refresher LOTO training within 30 days, with certification renewal required annually.",1133,2024-09-29,8500.0,127
1819,Upgrade Hydraulic System Safety Equipment,"Install pilot-operated check valves on all hydraulic line disconnect points to prevent sudden pressure release. Replace all standard hydraulic hoses with high-pressure rated, color-coded hoses meeting ISO 1402 standards. Install pressure relief valves on the manifold to limit system pressure. Equip the maintenance workshop with portable hydraulic testing equipment to verify pressure is zero before disconnection. Purchase and distribute high-grade cut-resistant gloves rated for hydraulic fluid exposure to all maintenance personnel.",1133,2024-10-06,42000.0,127
1820,Establish Hydraulic Safety Training Program,"Develop and deliver specialized training on hydraulic fluid injection injury recognition, prevention, and emergency response. Training must include hands-on demonstrations of proper hose disconnection techniques, pressure bleeding procedures, and immediate first aid for injection injuries. All maintenance staff and equipment operators must complete this certification program. Documentation will be maintained in employee training files with annual refresher sessions required.",1007,2024-10-13,5200.0,147
1821,Install Cable and Hose Management System,"Install overhead cable trays and hose routing systems in the Assembly and Finishing Department to eliminate floor-level air hoses. All pneumatic lines will be routed through secure overhead channels suspended from the ceiling structure. Existing floor-level hoses will be consolidated and secured using cable clips rated for pneumatic hose pressure, spaced every 1.5 meters maximum. All hose routing changes must be completed within 30 days, with inspection and certification by Facilities Management.",1133,2020-11-18,28000.0,130
1822,Establish Daily Workstation Safety Inspection Checklist,"Create and implement a standardized daily safety checklist for all assembly stations that includes verification of clear floor space, proper hose routing, and removal of trip hazards. Each shift supervisor must complete the inspection at shift start and document findings. The checklist will be posted at each workstation and stored digitally for trend analysis. Assembly operators will be trained to identify and report potential trip hazards immediately to their supervisor.",1007,2020-11-11,1200.0,130
1823,Implement Drum Storage Rack Safety Standards,Replace all existing drum storage racks with certified industrial-grade racks designed for hazardous material storage. Racks must have maximum weight-rated capacity clearly marked and include anti-slip pallet platforms. All drums will be secured with chain or strap restraints on each tier. Racks will be anchored to the floor to prevent tipping. A maximum stacking height of 2 drums per position will be enforced with clear markings. The storage layout will be redesigned to separate incompatible chemicals with appropriate spacing.,1133,2020-06-01,45000.0,136
1824,Establish Chemical Inventory and Storage Procedures,"Develop and document comprehensive standard operating procedures (SOPs) for chemical inventory management including proper stacking limits, segregation requirements, and handling protocols. All personnel working in chemical storage areas must complete training on these procedures and sign acknowledgment forms. A laminated SOP card will be posted at eye level in the storage area. Monthly audits will verify compliance with stacking and segregation standards. Chemical Inventory Specialist Natasha Ivanov will coordinate with all storage personnel to ensure understanding of new procedures.",1136,2020-05-12,3500.0,136
1825,Upgrade Spill Response Equipment and Training,"Install permanent spill containment stations at all chemical storage areas with absorbent material dispensers, portable containment berms, personal protective equipment (respirators, nitrile gloves, eye protection), and first aid stations. All employees working in chemical areas must complete spill response training with quarterly refresher drills. Emergency response procedures will be posted visibly and emergency contact information will be programmed into facility communication systems.",1007,2020-05-19,12800.0,136
1826,Implement Monthly Forklift Charging Equipment Inspection Protocol,"Establish a mandatory monthly preventive maintenance schedule for all electric forklift charging stations, including visual inspection of cables for corrosion, battery terminal cleanliness, and charging system functionality. Maintenance Planner Roland Dostie will coordinate with equipment vendors to develop a comprehensive inspection checklist and ensure all maintenance staff are trained on proper inspection procedures. This engineering and administrative control will prevent battery acid exposure incidents and extend equipment lifespan.",1199,2022-10-21,8500.0,132
1827,Install Ventilation Upgrades in Material Storage Area,Install additional exhaust ventilation ports near all battery charging stations in the Raw Materials Warehouse to prevent accumulation of battery acid fumes and chemical vapors. The enhanced ventilation system will include automated sensors that detect chemical odors and trigger increased airflow. This engineering control addresses the root cause by eliminating vapor exposure at the source and will protect all employees working in the warehouse.,1049,2022-11-21,42000.0,132
1828,Establish Mandatory Thermostat Calibration Schedule,"Implement a quarterly calibration and certification program for all injection molding machine thermostats, reducing the maintenance interval from 18 months to 3 months. Production Engineer Sébastien Carrier will coordinate with external calibration specialists to establish baseline measurements and create a digital tracking system. Temperature sensors will be replaced annually regardless of performance to ensure accuracy. This engineering control will prevent thermal burns by maintaining equipment safety parameters.",1065,2024-08-28,24000.0,129
1829,Upgrade Personal Protective Equipment for Thermal Protection,"Replace all standard heat-resistant gloves with advanced aramid-composite gloves rated for continuous exposure up to 250°C in the injection molding line. Additionally, provide all technicians with thermal alert bracelets that change color at 80°C to provide immediate visual warning of elevated temperatures. Production Supervisor Maxime Boisvert will ensure all evening and day shift technicians receive fitting and training on the new PPE.",1101,2024-08-31,6800.0,129
1830,Implement Pre-Shift Equipment Temperature Verification,"Require all production technicians to perform a 5-minute pre-shift temperature verification using infrared thermometers at each injection molding machine, documenting readings in a digital logbook. Any temperature variance exceeding ±5°C from established baseline will trigger immediate maintenance alerts. This administrative control ensures early detection of thermostat failures and prevents employees from working with malfunctioning equipment.",1101,2024-08-24,3200.0,129
1831,Repair Roof Leak and Restore Wall Structural Integrity,"Engage licensed contractors to repair the roof leak that caused water infiltration damage to the maintenance workshop wall. Once the wall moisture is remediated and dried, structural reinforcement will be installed, including installation of new wall anchors rated for 1000-pound static loads. The workshop wall will be re-inspected by structural engineers before ladder storage equipment is reinstalled. This elimination and engineering control addresses the root cause by removing the water damage hazard and restoring safe mounting surfaces.",1049,2021-05-17,18500.0,137
1832,Relocate Ladder Storage to Secure Wall-Mounted System,"Install a new commercial-grade ladder storage system on the reinforced wall with individual ladder cradles that distribute weight evenly and prevent shifting. The new system will be mounted on structural studs with Grade 8 bolts and will feature adjustable cradles to accommodate ladders of various sizes. All ladders will be individually secured to prevent accidental dislodging. This engineering control eliminates the risk of falling ladders by providing secure, properly engineered storage.",1049,2021-05-31,12000.0,137
1833,Conduct Workshop Hazard Communication Training,"Provide all maintenance staff with mandatory training on identifying and reporting structural hazards, water damage, and equipment instability risks. Lockout/Tagout Coordinator Gaétan Laplante will lead a 2-hour workshop session covering near-miss reporting procedures, communication protocols, and the importance of not using equipment that appears compromised. Documentation of training attendance will be maintained in employee records.",1161,2021-05-03,1200.0,137
1834,Implement Static Discharge Prevention Protocol,Install ground straps and conductive flooring in the chemical storage room to eliminate static discharge hazards. Require all personnel handling volatile solvents to wear anti-static wrist straps connected to grounded work surfaces. Provide training on proper grounding procedures and conduct monthly inspections of all grounding equipment. This engineering control will directly address the root cause of the fire by preventing the static discharge that ignited the acetone vapors.,1102,2018-07-19,8500.0,135
1835,Upgrade Chemical Storage Ventilation System,Install a dedicated mechanical ventilation system with increased air exchanges per hour (minimum 8 ACH) in the chemical storage room to rapidly disperse solvent vapors. Ensure the system includes explosion-proof components rated for Class I Division 2 hazardous locations. Add vapor detection sensors that trigger increased ventilation automatically when solvent concentrations exceed 25% of the lower explosive limit. This will reduce vapor accumulation and minimize ignition risk.,1087,2018-07-26,35000.0,135
1836,Establish Chemical Handling and Fire Safety Training Program,"Develop a comprehensive training module covering proper static discharge prevention, safe solvent handling procedures, and emergency response protocols. All employees working in or near the chemical storage area must complete this training quarterly. Include practical demonstrations of grounding procedures, proper container handling, and fire extinguisher operation. Document training completion and maintain records for compliance purposes.",1057,2018-07-15,2000.0,135
1837,Implement Automated Equipment Maintenance Scheduling System,"Deploy a computerized maintenance management system (CMMS) that tracks all preventive maintenance tasks for chemical dispensing equipment across all production lines. Set automatic alerts for overdue inspections and require sign-off documentation from maintenance technicians. The system will ensure that routine equipment checks on mold release agent dispensers, chemical pumps, and related equipment occur on a strict schedule regardless of shift changes or staffing variations. This administrative control will prevent future maintenance gaps.",1087,2023-02-19,12000.0,126
