event_id,person_id,involvement_type
756,1150,Victim
756,1152,Responder
757,1156,Victim
757,1150,Witness
759,1074,Victim
759,1007,Responder
760,1153,Victim
760,1007,Responder
761,1058,Victim
761,1003,Responder
762,1197,Victim
762,1007,Responder
763,1134,Victim
763,1128,Witness
763,1101,Responder
764,1189,Victim
764,1105,Responder
765,1082,Victim
765,1081,Witness
766,1109,Victim
766,1190,Witness
766,1115,Responder
767,1081,Victim
767,1093,Witness
767,1011,Responder
768,1187,Victim
768,1179,Responder
768,1011,Responder
769,1109,Victim
769,1128,Witness
769,1152,Responder
770,1187,Victim
770,1139,Witness
770,1084,Responder
771,1056,Victim
771,1192,Witness
771,1115,Responder
772,1191,Victim
772,1084,Responder
773,1103,Victim
773,1004,Witness
773,1084,Responder
774,1108,Victim
774,1037,Responder
774,1197,Responder
775,1071,Victim
775,1102,Responder
775,1007,Responder
776,1172,Victim
776,1007,Responder
777,1081,Witness
777,1007,Responder
777,1132,Witness
778,1178,Victim
778,1015,Responder
778,1107,Witness
779,1058,Victim
779,1115,Responder
780,1180,Victim
780,1004,Responder
782,1011,Responder
782,1163,Witness
783,1042,Victim
783,1131,Responder
784,1053,Victim
784,1041,Responder
784,1057,Witness
785,1136,Discoverer
785,1094,Responder
786,1013,Victim
786,1046,Witness
787,1172,Victim
787,1048,Witness
787,1007,Responder
788,1058,Victim
788,1047,Witness
788,1123,Responder
789,1096,Victim
789,1007,Responder
790,1050,Victim
790,1101,Responder
791,1082,Potential Victim
791,1179,Witness
792,1179,Responder
792,1049,Responder
793,1053,Victim
793,1149,Witness
794,1098,Victim
794,1106,Witness
795,1031,Victim
795,1183,Victim
795,1136,Responder
796,1020,Victim
796,1049,Responder
797,1135,Victim
797,1058,Responder
798,1077,Witness
799,1054,Victim
799,1087,Responder
800,1098,Victim
800,1079,Responder
801,1077,Victim
801,1025,Responder
802,1034,Victim
802,1161,Responder
803,1050,Victim
803,1012,Responder
804,1142,Victim
804,1028,Responder
805,1127,Victim
805,1023,Responder
806,1056,Victim
806,1176,Witness
806,1005,Responder
807,1114,Victim
807,1116,Responder
808,1054,Victim
808,1133,Responder
808,1011,Responder
809,1050,Witness
809,1029,Responder
809,1037,Responder
810,1042,Witness
810,1133,Responder
810,1011,Responder
811,1064,Victim
811,1133,Responder
812,1153,Victim
812,1079,Responder
812,1052,Responder
813,1086,Victim
813,1184,Victim
813,1039,Responder
814,1191,Victim
814,1004,Witness
814,1082,Responder
815,1153,Victim
815,1053,Witness
816,1173,Discoverer
816,1107,Responder
817,1090,Victim
817,1150,Witness
818,1174,Victim
818,1142,Witness
819,1131,Victim
819,1088,Responder
820,1176,Victim
820,1079,Witness
821,1058,Victim
821,1126,Responder
821,1157,Responder
822,1186,Victim
822,1040,Witness
822,1003,Responder
823,1108,Victim
823,1183,Witness
824,1022,Victim
825,1081,Responder
826,1024,Victim
826,1015,Responder
826,1052,Responder
827,1178,Victim
827,1052,Responder
827,1001,Responder
828,1096,Victim
828,1052,Responder
829,1184,Victim
829,1067,Witness
830,1189,Victim
830,1037,Responder
830,1080,Witness
830,1078,Witness
831,1012,Victim
831,1037,Responder
832,1030,Victim
832,1027,Witness
833,1094,Victim
833,1035,Responder
834,1187,Witness
835,1160,Victim
835,1078,Witness
835,1052,Responder
836,1071,Victim
836,1132,Responder
836,1179,Responder
837,1179,Victim
837,1157,Responder
838,1022,Victim
838,1087,Responder
839,1077,Victim
839,1037,Responder
840,1142,Witness
840,1167,Witness
840,1037,Responder
841,1070,Witness
841,1016,Responder
842,1148,Victim
842,1154,Witness
843,1097,Victim
844,1106,Victim
844,1040,Witness
845,1135,Victim
845,1060,Witness
845,1185,Responder
846,1020,Victim
846,1054,Witness
848,1131,Victim
848,1142,Responder
849,1098,Victim
850,1060,Victim
850,1046,Witness
850,1123,Responder
851,1197,Witness
851,1041,Victim
851,1123,Responder
852,1097,Victim
852,1157,Responder
853,1074,Victim
853,1058,Witness
854,1188,Victim
854,1051,Responder
854,1028,Responder
855,1189,Victim
855,1157,Responder
857,1048,Victim
858,1083,Victim
858,1043,Responder
859,1020,Victim
859,1179,Responder
860,1008,Victim
860,1186,Witness
861,1046,Witness
862,1200,Victim
862,1105,Responder
863,1058,Victim
864,1083,Victim
864,1190,Responder
864,1105,Responder
865,1019,Victim
865,1083,Witness
865,1117,Witness
866,1083,Witness
866,1117,Witness
867,1117,Witness
867,1199,Responder
867,1079,Responder
868,1163,Victim
868,1118,Witness
868,1116,Responder
869,1187,Witness
869,1189,Witness
869,1192,Witness
870,1118,Victim
870,1019,Witness
870,1199,Responder
871,1030,Victim
871,1062,Responder
871,1080,Witness
872,1040,Victim
872,1007,Responder
872,1030,Witness
873,1120,Victim
873,1006,Responder
874,1165,Victim
874,1186,Witness
874,1105,Responder
875,1194,Victim
875,1010,Responder
875,1011,Responder
876,1160,Victim
876,1050,Responder
876,1102,Responder
877,1114,Victim
877,1185,Responder
877,1136,Witness
878,1108,Victim
878,1019,Witness
878,1084,Responder
879,1185,Victim
879,1041,Responder
879,1084,Responder
880,1050,Victim
880,1151,Witness
880,1052,Responder
881,1197,Victim
881,1010,Witness
881,1063,Responder
882,1199,Responder
882,1069,Responder
883,1160,Victim
883,1023,Witness
883,1168,Responder
884,1068,Victim
884,1168,Responder
885,1131,Victim
885,1075,Witness
885,1157,Responder
886,1140,Victim
886,1098,Witness
886,1105,Responder
887,1092,Victim
887,1105,Witness
887,1007,Responder
888,1131,Victim
888,1185,Responder
889,1022,Victim
889,1007,Responder
889,1168,Responder
890,1131,Witness
890,1117,Victim
890,1007,Responder
891,1082,Victim
891,1007,Responder
892,1053,Victim
892,1045,Witness
892,1006,Responder
893,1148,Victim
893,1193,Witness
893,1087,Responder
894,1097,Victim
894,1087,Responder
895,1127,Victim
895,1140,Responder
895,1050,Responder
896,1127,Witness
896,1039,Responder
897,1097,Victim
897,1088,Witness
897,1021,Responder
898,1148,Victim
898,1185,Responder
898,1168,Responder
899,1135,Witness
899,1074,Victim
899,1168,Responder
900,1073,Victim
900,1121,Responder
900,1157,Responder
901,1086,Victim
901,1045,Responder
902,1008,Victim
902,1052,Responder
903,1139,Victim
905,1178,Responder
905,1049,Witness
906,1134,Victim
906,1049,Responder
907,1050,Victim
907,1015,Responder
907,1131,Responder
908,1058,Victim
908,1178,Witness
908,1193,Responder
909,1027,Victim
909,1197,Witness
909,1015,Responder
911,1121,Witness
911,1122,Responder
912,1011,Responder
913,1029,Victim
913,1068,Witness
914,1011,Responder
914,1154,Witness
915,1154,Victim
915,1037,Responder
916,1119,Witness
916,1107,Responder
917,1156,Victim
917,1056,Witness
917,1150,Responder
918,1087,Victim
918,1042,Witness
919,1074,Victim
919,1015,Witness
919,1062,Responder
920,1020,Victim
920,1010,Witness
920,1133,Responder
921,1020,Victim
921,1041,Witness
921,1052,Responder
922,1130,Victim
923,1195,Victim
923,1159,Witness
923,1052,Responder
924,1093,Victim
924,1048,Witness
924,1003,Responder
925,1050,Victim
926,1039,Victim
927,1118,Victim
928,1149,Victim
928,1189,Responder
928,1084,Responder
929,1145,Victim
929,1133,Responder
929,1063,Responder
930,1136,Responder
930,1004,Responder
931,1127,Victim
931,1135,Witness
932,1022,Victim
932,1122,Responder
933,1014,Victim
933,1029,Responder
933,1071,Responder
934,1103,Victim
934,1058,Witness
935,1096,Victim
935,1199,Responder
935,1092,Witness
936,1092,Responder
936,1058,Responder
937,1127,Victim
937,1160,Witness
937,1115,Responder
939,1100,Victim
939,1051,Responder
940,1024,Victim
941,1163,Victim
941,1165,Witness
941,1191,Responder
942,1165,Responder
942,1082,Witness
943,1109,Victim
943,1015,Responder
943,1161,Witness
944,1086,Victim
944,1097,Witness
944,1052,Responder
945,1020,Victim
945,1015,Responder
945,1152,Responder
946,1108,Victim
947,1084,Victim
947,1016,Responder
948,1163,Victim
948,1107,Responder
948,1016,Responder
949,1103,Victim
949,1041,Witness
949,1015,Responder
950,1147,Victim
950,1079,Responder
951,1075,Victim
951,1080,Responder
952,1050,Witness
952,1094,Responder
953,1176,Victim
953,1085,Responder
954,1150,Victim
954,1003,Responder
955,1172,Victim
955,1029,Responder
956,1062,Victim
956,1037,Responder
957,1073,Victim
957,1031,Witness
959,1007,Responder
959,1179,Responder
960,1083,Witness
960,1198,Victim
960,1077,Responder
961,1165,Victim
961,1074,Witness
961,1115,Responder
962,1032,Witness
962,1062,Responder
962,1136,Responder
963,1031,Responder
963,1085,Witness
963,1136,Responder
964,1191,Victim
964,1004,Responder
965,1036,Victim
965,1136,Responder
966,1020,Victim
966,1010,Responder
967,1184,Victim
967,1151,Responder
967,1008,Witness
968,1130,Victim
968,1016,Witness
969,1016,Responder
969,1112,Responder
970,1109,Victim
970,1062,Responder
970,1018,Responder
971,1126,Victim
971,1048,Witness
972,1193,Responder
972,1067,Responder
972,1157,Responder
973,1171,Victim
973,1165,Witness
973,1179,Responder
975,1042,Victim
975,1080,Responder
976,1008,Victim
976,1191,Responder
977,1110,Victim
977,1037,Responder
978,1011,Responder
978,1037,Witness
979,1087,Victim
979,1102,Responder
980,1124,Victim
980,1001,Responder
981,1162,Victim
981,1056,Witness
981,1071,Responder
982,1122,Victim
982,1082,Responder
983,1150,Victim
983,1063,Responder
984,1161,Responder
985,1083,Victim
985,1051,Responder
986,1118,Victim
986,1194,Witness
987,1035,Victim
987,1128,Responder
988,1156,Victim
988,1162,Witness
988,1046,Witness
989,1082,Responder
989,1183,Responder
990,1029,Victim
990,1128,Responder
991,1141,Victim
991,1128,Witness
992,1092,Victim
992,1114,Witness
993,1042,Victim
993,1156,Witness
994,1138,Victim
994,1065,Witness
995,1169,Responder
995,1104,Witness
996,1131,Victim
996,1102,Responder
997,1135,Victim
997,1015,Responder
998,1154,Victim
998,1087,Responder
999,1150,Witness
1002,1197,Responder
1002,1168,Responder
1003,1072,Victim
1003,1052,Responder
1004,1124,Victim
1004,1031,Responder
1004,1161,Responder
1005,1077,Victim
1005,1006,Responder
1005,1161,Responder
1007,1045,Victim
1007,1167,Witness
1007,1115,Responder
1008,1189,Victim
1008,1161,Witness
1009,1050,Victim
1009,1015,Witness
1009,1185,Responder
1010,1031,Responder
1010,1148,Witness
1010,1049,Responder
1011,1143,Victim
1011,1119,Witness
1012,1195,Victim
1012,1064,Witness
1013,1147,Victim
1013,1041,Responder
1014,1064,Victim
1014,1047,Witness
1015,1170,Victim
1015,1093,Witness
1016,1198,Victim
1016,1150,Responder
1017,1143,Witness
1017,1170,Victim
1017,1185,Responder
1018,1165,Victim
1018,1153,Responder
1018,1025,Responder
1019,1163,Victim
1019,1025,Responder
1020,1003,Responder
1021,1172,Victim
1021,1080,Witness
1022,1034,Victim
1022,1118,Responder
1022,1003,Responder
1023,1077,Victim
1023,1136,Responder
1024,1136,Victim
1024,1115,Responder
1025,1094,Victim
1025,1060,Witness
1026,1056,Victim
1026,1115,Responder
1027,1181,Victim
1027,1185,Responder
1027,1100,Witness
1028,1021,Witness
1028,1154,Responder
1028,1185,Responder
1029,1142,Victim
1029,1122,Witness
1029,1185,Responder
1030,1014,Victim
1030,1075,Responder
1031,1027,Victim
1031,1017,Witness
1031,1036,Responder
1032,1034,Victim
1032,1044,Responder
1033,1060,Victim
1033,1141,Responder
1033,1079,Witness
1035,1126,Victim
1035,1157,Responder
1035,1168,Responder
1036,1122,Victim
1036,1121,Witness
1037,1142,Victim
1037,1139,Responder
1038,1126,Victim
1038,1146,Responder
1039,1024,Victim
1039,1151,Responder
1040,1167,Witness
1040,1151,Responder
1041,1163,Victim
1042,1127,Victim
1042,1070,Responder
1042,1176,Witness
1043,1170,Victim
1043,1146,Responder
1043,1168,Witness
1044,1081,Responder
1044,1193,Responder
1045,1171,Victim
1045,1065,Witness
1045,1069,Responder
1046,1182,Victim
1046,1197,Witness
1046,1161,Responder
1047,1143,Responder
1047,1167,Responder
1047,1069,Responder
1048,1160,Victim
1048,1046,Witness
1049,1170,Victim
1049,1010,Responder
1049,1071,Witness
1050,1120,Witness
1050,1042,Witness
1051,1021,Victim
1051,1031,Responder
1052,1036,Victim
1052,1179,Responder
1053,1086,Victim
1053,1006,Responder
1054,1130,Victim
1054,1031,Responder
1055,1178,Victim
1055,1094,Responder
1056,1188,Victim
1056,1085,Witness
1057,1090,Victim
1057,1153,Witness
1057,1123,Responder
1058,1197,Victim
1058,1015,Witness
1059,1136,Responder
1060,1008,Victim
1060,1077,Responder
1060,1137,Witness
1061,1148,Victim
1062,1077,Victim
1063,1181,Victim
1063,1029,Responder
1063,1171,Witness
1064,1057,Victim
1064,1131,Witness
1065,1131,Victim
1065,1115,Responder
1065,1157,Witness
1066,1090,Victim
1066,1008,Witness
1067,1147,Witness
1067,1185,Responder
1068,1020,Victim
1068,1139,Witness
1068,1106,Responder
1069,1196,Victim
1069,1108,Witness
1069,1070,Responder
1071,1158,Victim
1071,1075,Responder
1072,1135,Victim
1072,1142,Responder
1073,1086,Victim
1073,1098,Witness
1073,1027,Responder
1074,1163,Victim
1075,1024,Witness
1075,1169,Responder
1076,1060,Victim
1076,1109,Witness
1076,1183,Responder
1077,1078,Victim
1077,1156,Witness
1077,1087,Responder
1078,1071,Victim
1079,1153,Victim
1079,1058,Responder
1079,1114,Responder
1080,1148,Witness
1080,1170,Witness
1080,1084,Responder
1081,1172,Victim
1081,1037,Responder
1082,1103,Victim
1082,1109,Witness
1082,1052,Responder
1083,1041,Victim
1083,1037,Witness
1083,1001,Responder
1084,1008,Victim
1084,1024,Witness
1084,1018,Responder
1085,1139,Responder
1085,1093,Responder
1085,1047,Responder
1086,1062,Victim
1086,1196,Responder
1086,1052,Responder
1087,1154,Victim
1087,1004,Witness
1088,1138,Victim
1088,1101,Witness
1088,1185,Responder
1089,1090,Victim
1089,1068,Responder
1089,1199,Witness
1090,1191,Victim
1090,1130,Witness
1090,1137,Responder
1091,1022,Witness
1091,1052,Responder
1092,1149,Witness
1092,1007,Responder
1093,1022,Victim
1093,1069,Responder
1094,1039,Victim
1094,1028,Responder
1095,1150,Victim
1095,1011,Responder
1095,1065,Responder
1096,1171,Victim
1096,1101,Responder
1097,1044,Victim
1097,1031,Responder
1098,1122,Victim
1098,1011,Responder
1099,1127,Victim
1099,1094,Responder
1100,1020,Victim
1100,1177,Witness
1100,1136,Responder
1101,1034,Victim
1101,1092,Responder
1101,1123,Responder
1102,1159,Victim
1103,1143,Responder
1103,1082,Witness
1104,1140,Victim
1105,1148,Victim
1105,1003,Witness
1106,1165,Victim
1106,1027,Responder
1106,1011,Witness
1107,1082,Witness
1107,1081,Responder
1108,1159,Victim
1108,1185,Responder
1109,1040,Victim
1109,1128,Witness
1109,1057,Responder
1110,1187,Victim
1110,1012,Witness
1110,1069,Responder
1111,1172,Victim
1111,1026,Witness
1112,1039,Responder
1112,1031,Witness
1113,1130,Victim
1113,1069,Responder
1114,1156,Victim
1114,1191,Witness
1115,1044,Witness
1115,1178,Responder
1115,1049,Responder
1116,1097,Victim
1116,1107,Responder
1117,1165,Victim
1117,1182,Witness
1117,1017,Responder
1118,1114,Witness
1118,1090,Witness
1119,1037,Responder
1119,1136,Witness
1120,1040,Victim
1120,1051,Responder
1121,1075,Victim
1121,1173,Victim
1122,1184,Witness
1122,1110,Witness
1122,1179,Responder
1123,1153,Victim
1123,1195,Witness
1123,1052,Responder
1124,1154,Victim
1124,1151,Responder
1124,1123,Responder
1125,1081,Witness
1125,1157,Responder
1125,1123,Responder
1126,1130,Victim
1126,1052,Responder
1127,1193,Victim
1128,1143,Victim
1128,1010,Witness
1129,1147,Victim
1129,1034,Witness
1130,1045,Victim
1130,1046,Witness
1130,1052,Responder
1131,1034,Victim
1131,1071,Witness
1131,1084,Responder
1132,1127,Victim
1132,1171,Witness
1133,1124,Responder
1133,1020,Witness
1134,1024,Victim
1134,1063,Responder
1135,1014,Witness
1135,1051,Responder
1136,1048,Witness
1136,1011,Responder
1137,1104,Victim
1137,1082,Witness
1137,1107,Responder
1138,1034,Victim
1138,1069,Responder
1139,1020,Victim
1139,1001,Responder
1140,1145,Victim
1140,1173,Witness
1140,1001,Responder
1142,1156,Victim
1142,1084,Witness
1143,1081,Responder
1143,1022,Witness
1144,1093,Victim
1144,1069,Responder
1145,1060,Victim
1145,1101,Witness
1145,1007,Responder
1146,1080,Victim
1146,1007,Responder
1146,1158,Witness
1147,1165,Victim
1147,1041,Witness
1148,1168,Responder
1148,1028,Responder
1149,1120,Victim
1149,1152,Responder
1150,1047,Victim
1150,1087,Responder
1150,1084,Responder
1151,1190,Witness
1151,1049,Responder
1151,1002,Responder
1152,1176,Victim
1152,1002,Responder
1153,1024,Victim
1153,1050,Witness
1153,1133,Responder
1154,1120,Victim
1154,1115,Responder
1155,1119,Victim
1155,1032,Witness
1155,1133,Responder
1156,1160,Victim
1156,1152,Responder
1157,1081,Responder
1157,1093,Witness
1157,1028,Responder
1158,1081,Victim
1158,1049,Responder
1159,1090,Victim
1159,1087,Responder
1159,1151,Witness
1160,1064,Victim
1160,1036,Responder
1161,1120,Victim
1162,1198,Victim
1162,1063,Responder
1163,1177,Victim
1163,1042,Witness
1163,1063,Responder
1164,1189,Victim
1164,1161,Responder
1165,1045,Witness
1165,1112,Responder
1166,1174,Victim
1166,1037,Witness
1166,1102,Responder
1167,1143,Witness
1167,1027,Witness
1167,1037,Responder
1168,1050,Victim
1168,1079,Witness
1169,1118,Victim
1169,1126,Witness
1170,1032,Victim
1170,1120,Witness
1171,1109,Victim
1171,1017,Responder
1171,1057,Witness
1172,1047,Victim
1172,1166,Responder
1172,1187,Witness
1173,1187,Victim
1173,1143,Responder
1173,1157,Witness
1174,1090,Victim
1174,1121,Witness
1174,1043,Responder
1175,1019,Witness
1175,1011,Responder
1176,1135,Witness
1176,1146,Responder
1177,1045,Victim
1177,1004,Responder
1177,1084,Responder
1178,1096,Victim
1178,1139,Responder
1178,1082,Responder
1179,1055,Witness
1179,1007,Responder
1180,1029,Victim
1180,1160,Responder
1182,1164,Victim
1182,1114,Responder
1183,1008,Victim
1183,1103,Responder
1184,1141,Victim
1184,1135,Responder
1185,1084,Witness
1185,1016,Responder
1186,1162,Victim
1186,1052,Responder
1187,1163,Victim
1187,1105,Responder
1187,1052,Responder
1188,1197,Victim
1188,1052,Responder
1188,1063,Witness
1189,1114,Victim
1189,1191,Responder
1190,1150,Victim
1190,1140,Responder
1191,1049,Victim
1191,1163,Witness
1192,1136,Victim
1192,1069,Responder
1193,1155,Victim
1193,1039,Responder
1194,1072,Victim
1194,1119,Witness
1196,1048,Victim
1196,1062,Responder
1196,1007,Responder
1197,1179,Discoverer
1197,1152,Responder
1197,1182,Witness
1198,1146,Victim
1198,1115,Responder
1199,1034,Victim
1199,1115,Responder
1200,1042,Victim
1200,1163,Witness
1200,1115,Responder
1201,1140,Victim
1202,1041,Victim
1202,1186,Witness
1203,1181,Victim
1204,1074,Victim
1204,1079,Witness
1204,1185,Responder
1205,1050,Victim
1205,1102,Responder
1206,1097,Victim
1206,1185,Responder
1207,1200,Victim
1207,1104,Witness
1208,1178,Victim
1208,1124,Witness
1208,1199,Responder
1209,1163,Victim
1209,1021,Witness
1210,1093,Victim
1210,1035,Responder
1211,1109,Victim
1211,1131,Responder
1212,1131,Victim
1212,1120,Responder
1213,1103,Victim
1213,1126,Witness
1214,1082,Victim
1214,1136,Responder
1215,1106,Victim
1215,1052,Responder
1216,1030,Victim
1216,1045,Witness
1216,1161,Responder
1217,1170,Victim
1217,1086,Witness
1217,1031,Responder
1218,1188,Victim
1218,1163,Responder
1219,1098,Victim
1219,1149,Witness
1220,1118,Responder
1220,1094,Responder
1221,1018,Victim
1221,1084,Responder
1222,1053,Victim
1222,1004,Responder
1223,1014,Victim
1223,1167,Witness
1223,1168,Responder
1224,1036,Witness
1224,1121,Victim
1225,1126,Victim
1225,1099,Witness
1226,1040,Victim
1226,1015,Responder
1227,1016,Victim
1227,1161,Responder
1228,1127,Victim
1228,1162,Witness
1229,1048,Victim
1229,1086,Witness
1230,1193,Victim
1230,1027,Witness
1231,1171,Victim
1231,1159,Witness
1232,1170,Victim
1232,1167,Witness
1232,1181,Responder
1233,1174,Victim
1233,1180,Witness
1234,1138,Victim
1234,1080,Responder
1234,1025,Responder
1235,1124,Victim
1235,1017,Responder
1236,1167,Responder
1236,1193,Responder
1237,1064,Victim
1237,1031,Witness
1237,1152,Responder
1238,1124,Victim
1238,1144,Witness
1238,1003,Responder
1239,1094,Victim
1239,1081,Witness
1239,1001,Responder
1240,1194,Victim
1240,1139,Responder
1241,1127,Victim
1241,1155,Witness
1242,1013,Victim
1242,1166,Witness
1243,1130,Victim
1243,1100,Witness
1243,1002,Responder
1244,1082,Victim
1244,1183,Witness
1244,1011,Responder
1245,1058,Victim
1245,1007,Responder
1246,1021,Victim
1246,1115,Responder
1246,1102,Responder
1247,1058,Victim
1247,1136,Responder
1247,1133,Responder
1248,1096,Victim
1248,1047,Witness
1248,1156,Witness
1248,1115,Responder
1250,1092,Victim
1250,1081,Responder
1251,1081,Responder
1252,1147,Victim
1252,1006,Responder
1253,1114,Victim
1253,1159,Witness
1254,1096,Victim
1254,1041,Responder
1255,1130,Victim
1255,1195,Witness
1256,1020,Victim
1256,1150,Witness
1257,1155,Responder
1258,1135,Victim
1258,1160,Victim
1258,1011,Responder
1259,1197,Victim
1259,1056,Witness
1259,1108,Responder
1259,1069,Responder
1260,1097,Victim
1260,1100,Responder
1260,1003,Responder
1261,1022,Victim
1261,1086,Witness
1261,1197,Witness
1262,1172,Victim
1262,1141,Witness
1263,1139,Victim
1263,1197,Witness
1264,1200,Victim
1264,1004,Responder
1265,1083,Victim
1265,1115,Responder
1265,1116,Responder
1266,1022,Victim
1266,1096,Responder
1267,1171,Victim
1267,1128,Responder
1268,1006,Witness
1268,1077,Witness
1269,1022,Witness
1270,1195,Victim
1270,1190,Witness
1270,1052,Responder
1271,1118,Victim
1271,1197,Witness
1271,1057,Responder
1272,1196,Victim
1272,1175,Witness
1272,1052,Responder
1273,1083,Victim
1273,1070,Responder
1274,1188,Victim
1274,1180,Witness
1274,1115,Responder
1275,1047,Witness
1275,1107,Responder
1275,1011,Responder
1276,1195,Victim
1276,1159,Responder
1277,1034,Victim
1277,1114,Responder
1278,1131,Responder
1279,1064,Victim
1279,1066,Witness
1279,1069,Responder
1280,1081,Victim
1280,1138,Witness
1280,1161,Responder
1281,1188,Witness
1281,1108,Victim
1281,1034,Responder
1283,1196,Victim
1283,1190,Responder
1284,1105,Victim
1285,1130,Victim
1285,1172,Responder
1285,1180,Witness
1286,1048,Responder
1286,1131,Responder
1287,1020,Victim
1287,1190,Witness
1288,1092,Victim
1288,1107,Responder
1289,1171,Victim
1289,1127,Witness
1289,1168,Responder
1290,1090,Victim
1290,1116,Responder
1290,1057,Responder
1291,1109,Victim
1291,1107,Responder
1292,1086,Witness
1292,1169,Responder
1292,1185,Responder
1293,1148,Victim
1293,1183,Witness
1293,1100,Responder
1294,1040,Victim
1294,1015,Responder
1295,1012,Victim
1295,1010,Witness
1296,1120,Victim
1296,1072,Cause
1296,1068,Responder
1297,1194,Victim
1297,1084,Responder
1298,1024,Victim
1298,1015,Responder
1299,1077,Victim
1299,1003,Responder
1300,1140,Victim
1300,1049,Responder
1302,1049,Responder
1302,1146,Witness
1303,1138,Victim
1303,1052,Responder
1304,1187,Victim
1304,1079,Witness
1304,1152,Responder
1305,1105,Responder
1305,1152,Responder
1306,1159,Victim
1306,1151,Witness
1307,1136,Responder
1307,1179,Responder
1308,1094,Victim
1308,1016,Witness
1309,1083,Victim
1309,1101,Responder
1310,1026,Victim
1310,1185,Responder
1311,1122,Victim
1311,1101,Responder
1312,1044,Victim
1312,1154,Witness
1313,1069,Victim
1313,1168,Witness
1314,1147,Victim
1314,1133,Responder
1315,1050,Victim
1315,1121,Witness
1316,1087,Responder
1316,1048,Victim
1317,1142,Victim
1317,1167,Responder
1317,1005,Witness
1318,1053,Victim
1318,1166,Responder
1319,1118,Victim
1319,1142,Witness
1320,1143,Victim
1320,1161,Responder
1321,1138,Victim
1321,1101,Responder
1321,1137,Responder
1322,1078,Victim
1322,1015,Responder
1323,1097,Victim
1323,1039,Responder
1324,1029,Victim
1324,1171,Witness
1325,1118,Witness
1325,1010,Responder
1326,1178,Witness
1327,1135,Victim
1327,1052,Responder
1328,1094,Victim
1328,1133,Responder
1328,1052,Responder
1329,1086,Victim
1329,1011,Responder
1329,1133,Responder
1330,1083,Victim
1330,1052,Responder
1330,1127,Witness
1331,1197,Victim
1331,1084,Witness
1331,1016,Responder
1332,1022,Victim
1332,1136,Responder
1332,1052,Responder
1333,1018,Victim
1333,1090,Witness
1334,1040,Victim
1334,1101,Responder
1335,1154,Victim
1335,1163,Witness
1336,1027,Victim
1336,1023,Witness
1337,1003,Victim
1337,1182,Witness
1338,1189,Victim
1338,1133,Responder
1339,1092,Victim
1339,1078,Witness
1339,1122,Witness
1340,1086,Victim
1341,1163,Victim
1341,1020,Responder
1342,1098,Victim
1342,1078,Witness
1342,1127,Responder
1343,1169,Victim
1343,1148,Witness
1344,1104,Victim
1344,1132,Witness
1345,1083,Victim
1345,1144,Witness
1346,1182,Victim
1346,1012,Witness
1346,1052,Responder
1347,1107,Responder
1348,1036,Victim
1348,1057,Responder
1349,1185,Responder
1350,1092,Victim
1350,1057,Responder
1351,1119,Victim
1351,1180,Witness
1352,1122,Victim
1352,1067,Responder
1353,1048,Victim
1353,1115,Responder
1354,1198,Victim
1354,1100,Witness
1354,1163,Responder
1355,1118,Responder
1355,1105,Responder
1355,1019,Witness
1356,1163,Victim
1356,1025,Responder
1356,1143,Witness
1357,1159,Victim
1357,1013,Responder
1358,1178,Victim
1358,1183,Responder
1359,1025,Victim
1359,1185,Responder
1360,1127,Victim
1360,1151,Responder
1361,1197,Victim
1361,1047,Witness
1362,1163,Victim
1362,1025,Responder
1363,1127,Victim
1363,1006,Responder
1364,1114,Victim
1364,1115,Responder
1365,1081,Victim
1365,1119,Witness
1366,1064,Victim
1366,1007,Responder
1367,1127,Victim
1367,1083,Witness
1367,1115,Responder
1369,1062,Victim
1369,1149,Witness
1370,1165,Victim
1370,1114,Witness
1371,1154,Victim
1371,1087,Responder
1372,1109,Victim
1372,1175,Witness
1373,1136,Responder
1374,1016,Responder
1375,1141,Victim
1375,1080,Witness
1376,1187,Responder
1376,1034,Responder
1378,1050,Victim
1378,1141,Witness
1378,1115,Responder
1379,1120,Victim
1379,1084,Responder
1379,1095,Witness
1380,1096,Victim
1380,1076,Witness
1380,1115,Responder
1380,1199,Responder
1381,1008,Victim
1381,1185,Responder
1382,1114,Victim
1382,1052,Responder
1383,1183,Witness
1383,1069,Responder
1384,1141,Victim
1384,1178,Witness
1385,1119,Victim
1385,1085,Witness
1386,1129,Victim
1386,1043,Witness
1387,1078,Victim
1387,1084,Responder
1388,1189,Victim
1388,1115,Responder
1388,1006,Witness
1389,1064,Victim
1389,1046,Witness
1389,1123,Responder
1390,1133,Responder
1390,1179,Responder
1390,1184,Witness
1391,1114,Victim
1391,1138,Responder
1391,1090,Responder
1392,1093,Victim
1392,1133,Responder
1393,1011,Responder
1393,1160,Witness
1394,1053,Victim
1394,1195,Witness
1394,1185,Responder
1395,1135,Victim
1395,1141,Witness
1395,1001,Responder
1396,1153,Victim
1396,1178,Witness
1396,1039,Responder
1397,1081,Discoverer
1397,1037,Responder
1397,1055,Witness
1398,1156,Victim
1398,1146,Responder
1400,1185,Responder
1401,1096,Victim
1401,1157,Responder
1402,1103,Victim
1402,1004,Responder
1403,1177,Victim
1403,1073,Witness
1404,1100,Victim
1404,1185,Responder
1406,1171,Victim
1406,1056,Witness
1406,1096,Responder
1407,1096,Witness
1409,1014,Victim
1409,1046,Witness
1409,1179,Responder
1410,1179,Responder
1411,1141,Victim
